id,lat,lon
0,90.0,-180.0
1,85.31661209885446,-42.49223594996212
2,83.37484278346604,95.01552810007576
3,81.88360773950666,-127.4767078498864
4,80.62537821266706,10.031056200151482
5,79.51592134270464,147.53882025018936
6,78.51204958734124,-74.95341569977278
7,77.58811462488946,62.554348350265
8,76.72740967402581,-159.93788759969704
9,75.91833325953705,-22.430123549659072
10,75.1524406429785,115.07764050037872
11,74.4233583889441,-107.41459544958353
12,73.72613624706229,30.093168600454447
13,73.05683854555099,167.60093265049244
14,72.4122750604718,-54.891303299470025
15,71.78981724460834,82.61646075056797
16,71.18726889074104,-139.87577519939407
17,70.6027727322386,-2.368011149356107
18,70.0347414824736,135.13975290068186
19,69.48180592484316,-87.35248304928056
20,68.94277516802048,50.15528100075741
21,68.4166057538086,-172.33695494920462
22,67.90237732093978,-34.82919089916706
23,67.39927320072977,102.67857315087093
24,66.90656477555875,-119.8136627990911
25,66.423598745147,17.694101250946858
26,65.9497866661231,155.20186530098482
27,65.48459628778039,-67.2903706489772
28,65.02754432091322,70.21739340105995
29,64.57819036030493,-152.27484254890206
30,64.13613174362793,-14.767078498864095
31,63.70099917626185,122.7406855511739
32,63.272452987048275,-99.75155039878815
33,62.850179907240076,37.75621365124982
34,62.43389028599312,175.26397770128779
35,62.023315672212384,-47.22825824867422
36,61.61820670552228,90.27950580136371
37,61.21833126940451,-132.21273014859912
38,60.82347286774928,5.29503390143887
39,60.43342919265877,142.80279795147686
40,60.04801085667315,-79.68943799848519
41,59.66704026692638,57.81832605155279
42,59.29035062228729,-164.67390989840925
43,58.91778501745864,-27.166145848371258
44,58.54919564041769,110.34161820166588
45,58.184443051584125,-112.15061774829614
46,57.823395534771166,25.357146301741835
47,57.46592851137409,162.86491035177983
48,57.111924010427636,-59.627325598182225
49,56.761270188156814,77.88043845185575
50,56.413860891488206,-144.61179749810628
51,56.06959526070498,-7.104033448068321
52,55.72837736704034,130.40373060196964
53,55.390115881527706,-92.08850534799318
54,55.05472377187591,45.419258702045596
55,54.72211802452486,-177.0729772479164
56,54.39221938937251,-39.56521319788007
57,54.06495214495392,97.94255085215792
58,53.74024388210531,-124.54968509780413
59,53.41802530436599,12.958078952233848
60,53.09823004356258,150.4658430022718
61,52.780794489188146,-72.02639294769021
62,52.465657630336054,65.48137110234777
63,52.152760909078054,-157.01086484761427
64,51.842048084290326,-19.50310079757631
65,51.533465105032015,118.00466325246168
66,51.226959992670295,-104.48757269750035
67,50.922482731024765,33.02019135253761
68,50.6199851638747,170.52795540257557
69,50.31942089923508,-51.96428054738644
70,50.02074521986308,85.54348350265155
71,49.72391499950678,-136.94875244731048
72,49.428888624452114,0.5590116027274803
73,49.13562591996445,138.0667756527638
74,48.84408808125656,-84.42546029719821
75,48.55423760864754,53.08230375283978
76,48.26603824660581,-169.40993219712226
77,47.97945492639568,-31.902168147084296
78,47.694453712070676,105.60559590295367
79,47.41100174957798,-116.88664004700834
80,47.12906721875783,20.62112400302962
81,46.84861928803924,158.1288880530676
82,46.569628071649205,-64.36334789689442
83,46.29206458916711,73.14441615314354
84,46.01590072726924,-149.3478197968185
85,45.74110920352015,-11.840055746780507
86,45.46766353207867,125.66770830325748
87,45.195537991196296,-96.82452764670457
88,44.92470759239483,40.68323640333176
89,44.65514805121841,178.19100045336972
90,44.3868357594628,-44.301235496592284
91,44.119747758791796,93.20652855344571
92,43.85386171565694,-129.28570739651633
93,43.58915589744285,8.222056653521634
94,43.32560914976558,145.7298207035596
95,43.063200874856854,-76.76241524640243
96,42.801911010971125,60.74534880363555
97,42.5417200127571,-161.7468871463265
98,42.28260883253902,-24.239123096288495
99,42.024558902456725,113.26864095374947
100,41.767552117416756,-109.22359499621257
101,41.51157081881001,28.284169053825423
102,41.25659777895417,165.79193310386336
103,41.00261618622197,-56.70030284609865
104,40.749609630818455,80.80746120393934
105,40.497562091173315,-141.68477474602435
106,40.24645792091563,-4.177010695986354
107,39.99628183640128,133.33075335405323
108,39.747018904764275,-89.16148259590878
109,39.49865453246551,48.34628145412918
110,39.25117445431386,-174.14595449583285
111,39.00456472293587,-36.63819044579486
112,38.758811698672005,100.86957360423986
113,38.51390203987838,-121.62266234572218
114,38.26982269361422,15.885101704315787
115,38.02656088669665,153.39286575435375
116,37.78410411710493,-69.09937019560826
117,37.542440145717876,68.4083938544297
118,37.30155698836859,-154.08384209553233
119,37.06144290820179,-16.57607804549434
120,36.82208640831976,120.93168600454362
121,36.58347622470365,-101.5605499454184
122,36.34560131939767,35.947214104619576
123,36.10845087394422,173.4549781546575
124,35.87201428305888,-49.0372577953045
125,35.6362811485344,88.4705062547335
126,35.40124127336385,-134.02172969522854
127,35.16688465607319,3.4860343548094193
128,34.93320148525426,140.99379840484738
129,34.70018213428951,-81.49843754511463
130,34.467817156260374,56.00932650492334
131,34.236097279031426,-166.48290944503867
132,34.00501340050299,-28.97514539500071
133,33.77455658402516,108.53261865503725
134,33.54471805396653,-113.95961729492477
135,33.31548919143126,23.54814675511321
136,33.08686153011856,161.0559108051512
137,32.85882675231855,-61.43632514481085
138,32.631376685039385,76.07143890522713
139,32.40450329625998,-146.4207970447349
140,32.17819869130381,-8.913032994696948
141,31.952455109328614,128.59473105534101
142,31.727264919927663,-93.897504894621
143,31.502620619838357,43.61025915541697
144,31.27851482975382,-178.88197679454504
145,31.05494029123361,-41.374212744510345
146,30.83188986370985,96.13355130552765
147,30.609356521585106,-126.35868464443439
148,30.387333351418572,11.149079405603572
149,30.165813549197313,148.65684345564154
150,29.94479041768936,-73.83539249432047
151,29.724257363875694,63.67237155571749
152,29.5042078964582,-158.81986439424452
153,29.284635623440877,-21.312100344206556
154,29.065534249781592,116.19566370583141
155,28.846897575111942,-106.29657224413062
156,28.628719491522688,31.21119180590736
157,28.410993981412513,168.71895585594535
158,28.19371511539791,-53.7732800940167
159,27.976877050281914,83.73448395602128
160,27.760474027079823,-138.75775199394076
161,27.54450036909977,-1.2499879439027666
162,27.32895048007638,136.25777610613517
163,27.113818842355627,-86.23445984382684
164,26.899100015129235,51.27330420621115
165,26.684788632716792,-171.2189317437509
166,26.470879402894187,-33.71116769371292
167,26.25736710526667,103.79659635632504
168,26.04424658968508,-118.69563959363697
169,25.831512774703903,18.812124456400994
170,25.61916064607967,156.31988850643899
171,25.407185255308434,-66.17234744352305
172,25.19558171820111,71.33541660651491
173,24.98434521349534,-151.15681934344713
174,24.7734709815028,-13.649055293409134
175,24.562954322790798,123.85870875662886
176,24.35279059689707,-98.63352719333645
177,24.14297522107671,38.874236856701515
178,23.93350366908022,176.3820009067395
179,23.724371469961778,-46.11023504322253
180,23.51557420691667,91.39752900681543
181,23.307107516147077,-131.0947069431466
182,23.0989670857553,6.413057106891387
183,22.89114865466358,143.92082115692938
184,22.68364801155974,-78.57141479303267
185,22.476460993867814,58.936349257005304
186,22.269583486742928,-163.55588669295673
187,22.063011422089744,-26.04812264291877
188,21.85674077760367,111.4596414071192
189,21.65076757583426,-111.03259454284282
190,21.445087883270087,26.475169507195147
191,21.239697809444426,163.98293355723314
192,21.03459350606125,-58.5093023927289
193,20.829771166140787,78.99846165730906
194,20.625227023184227,-143.49377429265297
195,20.42095735035688,-5.986010242614981
196,20.216958459689344,131.521753807423
197,20.01322670129619,-90.97048214253904
198,19.809758462611484,46.53728190749894
199,19.606550167640904,-175.9549540424631
200,19.403598276229822,-38.44718999242514
201,19.200899283346935,99.06057405761283
202,18.998449718383025,-123.43166189234918
203,18.79624614446441,14.07610215768878
204,18.594285157780632,151.58386620772677
205,18.392563386926128,-70.90836974223527
206,18.19107749225524,66.5993943078027
207,17.98982416525047,-155.8928416421593
208,17.78880012790344,-18.38507759212135
209,17.588002132108233,119.12268645791335
210,17.38742695906683,-103.36954949204866
211,17.187071418706246,34.1382145579893
212,16.986932349107114,171.6459786080273
213,16.787006615943287,-50.846257341934745
214,16.587291111932345,86.66150670810646
215,16.387782756296463,-135.83072924185555
216,16.18847849423364,1.6770348081824409
217,15.989375296398736,139.1847988582204
218,15.790470158394287,-83.30743709174163
219,15.59176010027064,54.20032695829636
220,15.393242166035309,-168.29190899166568
221,15.19491342317119,-30.784144941627716
222,14.996770962163513,106.72361910841028
223,14.798811896035135,-115.76861684155176
224,14.60103335989014,21.739147208479693
225,14.403432510465379,159.24691125851768
226,14.206006525689801,-63.24532469144437
227,14.008752604251361,74.26243935859361
228,13.811667965171289,-148.22979659136843
